1:	0.001	0.001	0	0.001	0.001	0	0	0.001	0	0.001	
2:	0.003	0	0.001	0	0.002	0	0	0	0.001	0.002	
3:	0.004	0	0	0	0	0.001	0	0	0.001	0.001	
4:	0	0	0	0	0	0	0	0.002	0.002	0.002	
5:	0	0	0	0	0	0	0	0	0	0.001	
6:	0.001	0	0	0	0	0	0	0.001	0	0.001	
7:	0.003	0	0.002	0	0	0.001	0	0.002	0	0.001	
8:	0.003	0	0.015	0	0	0	0	0.003	0	0	
9:	0.004	0	0	0	0	0	0	0	0	0	
10:	0	0	0	0	0	0	0	0	0	0	
11:	0.001	0	0	0	0	0.001	0	0	0	0	
12:	0.001	0	0.002	0	0	0.001	0	0	0	0.004	
13:	0.001	0	0.009	0	0	0	0	0	0	0	
14:	0.001	0	0.009	0	0	0	0	0	0	0	
15:	0.003	0	0	0	0	0	0	0	0.002	0	
16:	0.022	0	0	0	0	0	0	0	0.002	0	
17:	0.02	0	0	0	0	0.001	0	0	0	0	
18:	0.139	0	0	0	0.001	0.001	0	0	0.002	0	
19:	0.331	0	0	0	0.001	0.003	0	0	0	0.05	
20:	0.591	0	0	0	0.009	0	0	0	0	0	
21:	0.813	0	0	0	0	0	0	0	0	0	
22:	0.838	0	0	0	0	0	0	0	0	0	
23:	0.862	0	0	0	0	0	0	0	0	0	
24:	0.925	0	0	0	0	0	0	0	0	0	
25:	0.846	0	0	0	0	0	0	0	0	0	
26:	0.852	0	0	0	0	0	0	0	0	0	
27:	0.936	0	0	0	0	0	0	0	0	0	
28:	0.937	0	0	0	0	0	0	0	0	0	
29:	0.096	0	0	0	0	0	0	0	0	0	
30:	0.877	0	0	0	0	0	0	0	0	0	
31:	0.876	0	0	0	0	0	0	0	0	0	
32:	0.885	0	0	0	0	0	0	0	0	0	
33:	0.984	0	0	0	0	0	0	0	0	0	
34:	0.998	0	0	0	0	0	0	0	0	0	
35:	0.998	0	0	0	0	0	0	0	0	0	
36:	0.998	0	0	0	0	0	0	0	0	0	
37:	0.999	0	0	0	0	0	0	0	0	0	
38:	0.999	0	0	0	0	0	0	0	0	0	
39:	0.999	0	0	0	0	0	0	0	0	0	
40:	0.999	0	0	0	0	0	0	0	0	0	
41:	0.999	0	0	0	0	0	0	0	0	0	
42:	0.9	0	0	0	0	0	0	0	0	0	
43:	0.885	0	0	0	0	0	0	0	0	0	
44:	0.895	0	0	0	0	0	0	0	0	0	
45:	0.894	0	0	0	0	0	0	0	0	0	
46:	0.979	0	0	0	0	0	0	0	0	0	
47:	0.666	0	0	0	0	0	0	0	0	0	
48:	0.677	0	0	0	0	0	0	0	0	0	
49:	0.96	0	0	0	0	0	0	0	0	0	
50:	0.603	0	0	0	0	0	0	0	0	0	
51:	0.611	0	0	0	0	0	0	0	0	0	
52:	0.616	0	0	0	0	0	0	0	0	0	
53:	0.091	0	0	0	0	0	0	0	0	0	
54:	0.886	0	0	0	0	0	0	0	0	0	
55:	0.883	0	0	0	0	0	0	0	0	0	
56:	0.986	0	0	0	0	0	0	0	0	0	
57:	0.999	0	0	0	0	0	0	0	0	0	
58:	0.994	0	0	0	0	0	0	0	0	0	
59:	1	0	0	0	0	0	0	0	0	0	
60:	1	0	0	0	0	0	0	0	0	0	
61:	1	0	0	0	0	0	0	0	0	0	
62:	0.994	0	0	0	0	0	0	0	0	0	
63:	0.993	0	0	0	0	0	0	0	0	0	
64:	0.9	0	0	0	0	0	0	0	0	0	
65:	0.894	0	0	0	0	0	0	0	0	0	
66:	0.894	0	0	0	0	0	0	0	0	0	
67:	0.893	0	0	0	0	0	0	0	0	0	
68:	0.88	0	0	0	0	0	0	0	0	0	
69:	0.968	0	0	0	0	0	0	0	0	0	
70:	0.981	0	0	0	0	0	0	0	0	0	
71:	0.981	0	0	0	0	0	0	0	0	0	
72:	0.296	0	0	0	0	0	0	0	0	0	
73:	0.288	0	0	0	0	0	0	0	0	0	
74:	0.297	0	0	0	0	0	0	0	0	0	
75:	0.266	0	0	0	0	0	0	0	0	0	
76:	0.849	0	0	0	0	0	0	0	0	0	
77:	0.857	0	0	0	0	0	0	0	0	0	
78:	0.977	0	0	0	0	0	0	0	0	0	
79:	0.893	0	0	0	0	0	0	0	0	0	
80:	0.988	0	0	0	0	0	0	0	0	0	
81:	0.998	0	0	0	0	0	0	0	0	0	
82:	0.661	0	0	0	0	0	0	0	0	0	
83:	0.964	0	0	0	0	0	0	0	0	0	
84:	0.988	0	0	0	0	0	0	0	0	0	
85:	0.994	0	0	0	0	0	0	0	0	0	
86:	0.993	0	0	0	0	0	0	0	0	0	
87:	0.987	0	0	0	0	0	0	0	0	0	
88:	0.994	0	0	0	0	0	0	0	0	0	
89:	0.993	0	0	0	0	0	0	0	0	0	
90:	0.994	0	0	0	0	0	0	0	0	0	
91:	0.994	0	0	0	0	0	0	0	0	0	
92:	0.9	0	0	0	0	0	0	0	0	0	
93:	0.91	0	0	0	0	0	0	0	0	0	
94:	0.991	0	0	0	0	0	0	0	0	0	
95:	0.999	0	0	0	0	0	0	0	0	0	
96:	1	0	0	0	0	0	0	0	0	0	
97:	0.994	0	0	0	0	0	0	0	0	0	
98:	1	0	0	0	0	0	0	0	0	0	
99:	0.333	0	0	0	0	0	0	0	0	0	
100:	0.998	0	0	0	0	0	0	0	0	0	
