1:	0.009	0.005	0	0.005	0	0	0	0.005	0.005	0.001	
2:	0.019	0	0	0.001	0	0	0	0	0.001	0	
3:	0.021	0	0	0	0	0	0.002	0.007	0	0.001	
4:	0.09	0	0.001	0	0.002	0	0	0	0.002	0	
5:	0.275	0.001	0.002	0	0.012	0	0	0	0	0	
6:	0.541	0	0.003	0	0.001	0	0	0	0	0	
7:	0.729	0.001	0.005	0	0	0	0	0	0	0	
8:	0.722	0	0.005	0	0	0	0	0	0	0	
9:	0.744	0	0	0	0	0	0	0	0	0	
10:	0.734	0	0	0	0	0	0	0	0	0	
11:	0.862	0	0	0	0	0	0	0	0	0	
12:	0.796	0	0	0	0	0	0	0	0	0	
13:	0.786	0	0	0	0	0	0	0	0	0	
14:	0.012	0	0.001	0	0	0	0	0	0	0	
15:	0.109	0	0	0	0	0	0	0	0	0	
16:	0.396	0	0	0	0	0	0	0	0	0	
17:	0.878	0	0	0.001	0	0	0	0	0	0	
18:	0.89	0	0	0	0	0	0	0	0	0	
19:	0.986	0	0	0	0	0	0	0	0	0	
20:	0.993	0	0	0	0	0	0	0	0	0	
21:	0.899	0	0	0	0	0	0	0	0	0	
22:	0.896	0	0	0	0	0	0	0	0	0	
23:	0.901	0	0	0	0	0	0	0	0	0	
24:	0.975	0	0	0	0	0	0	0	0	0	
25:	0.987	0	0	0	0	0	0	0	0	0	
26:	0.803	0	0	0	0	0	0	0	0	0	
27:	0.812	0	0	0	0	0	0	0	0	0	
28:	0.981	0	0	0	0	0	0	0	0	0	
29:	0.981	0	0	0	0	0	0	0	0	0	
30:	0.998	0	0	0	0	0	0	0	0	0	
31:	1	0	0	0	0	0	0	0	0	0	
32:	0.9	0	0	0	0	0	0	0	0	0	
33:	0.987	0	0	0	0	0	0	0	0	0	
34:	0.332	0	0	0	0	0	0	0	0	0	
35:	0.324	0	0	0	0	0	0	0	0	0.324	
36:	0.929	0	0	0	0	0	0	0	0	0	
37:	0.897	0	0	0	0	0	0	0	0	0.099	
38:	0.983	0	0	0	0	0	0	0	0	0.006	
39:	0.645	0	0	0	0	0	0	0	0	0.025	
40:	0.552	0	0	0	0	0	0	0	0	0	
41:	0.802	0	0	0	0	0	0	0	0	0.003	
42:	0.848	0	0	0	0	0	0	0	0	0	
43:	0.843	0	0	0	0	0	0	0	0	0	
44:	0.57	0	0	0	0	0	0	0	0	0	
45:	0.843	0	0	0	0	0	0	0	0	0	
46:	0.564	0	0	0	0	0	0	0	0	0	
47:	0.572	0	0	0	0	0	0	0	0	0	
48:	0.063	0	0	0	0	0	0	0	0	0	
49:	0.075	0	0	0	0	0	0	0	0	0	
50:	0.076	0	0	0	0	0	0	0	0	0	
51:	0.531	0	0	0	0	0	0	0	0	0	
52:	0.543	0	0	0	0	0	0	0	0	0	
53:	0.55	0	0	0	0	0	0	0	0	0	
54:	0.946	0	0	0	0	0	0	0	0	0	
55:	0.997	0	0	0	0	0	0	0	0	0	
56:	0.999	0	0	0	0	0	0	0	0	0	
57:	1	0	0	0	0	0	0	0	0	0	
58:	0.667	0	0	0	0	0	0	0	0	0	
59:	0.973	0	0	0	0	0	0	0	0	0	
60:	0.998	0	0	0	0	0	0	0	0	0	
61:	1	0	0	0	0	0	0	0	0	0	
62:	0.667	0	0	0	0	0	0	0	0	0	
63:	0.641	0	0	0	0	0	0	0	0	0	
64:	0.961	0	0	0	0	0	0	0	0	0	
65:	0.96	0	0	0	0	0	0	0	0	0	
66:	0.892	0	0	0	0	0	0	0	0	0	
67:	0.986	0	0	0	0	0	0	0	0	0	
68:	0.98	0	0	0	0	0	0	0	0	0	
69:	0.8	0	0	0	0	0	0	0	0	0	
70:	0.864	0	0	0	0	0	0	0	0	0	
71:	0.966	0	0	0	0	0	0	0	0	0	
72:	0.967	0	0	0	0	0	0	0	0	0	
73:	0.992	0	0	0	0	0	0	0	0	0	
74:	0.992	0	0	0	0	0	0	0	0	0	
75:	0.993	0	0	0	0	0	0	0	0	0	
76:	0.993	0	0	0	0	0	0	0	0	0	
77:	0.321	0	0	0	0	0	0	0	0	0	
78:	0.908	0	0	0	0	0	0	0	0	0	
79:	0.988	0	0	0	0	0	0	0	0	0	
80:	0.987	0	0	0	0	0	0	0	0	0	
81:	0.9	0	0	0	0	0	0	0	0	0	
82:	0.896	0	0	0	0	0	0	0	0	0	
83:	0.3	0	0	0	0	0	0	0	0	0	
84:	0.329	0	0	0	0	0	0	0	0	0	
85:	0.335	0	0	0	0	0	0	0	0	0	
86:	0.886	0	0	0	0	0	0	0	0	0	
87:	0.299	0	0	0	0	0	0	0	0	0	
88:	0.843	0	0	0	0	0	0	0	0	0	
89:	0.969	0	0	0	0	0	0	0	0	0	
90:	0.581	0	0	0	0	0	0	0	0	0	
91:	0.858	0	0	0	0	0	0	0	0	0	
92:	0.378	0	0	0	0	0	0	0	0	0	
93:	0.643	0	0	0	0	0	0	0	0	0	
94:	0.842	0	0	0	0	0	0	0	0	0	
95:	0.915	0	0	0	0	0	0	0	0	0	
96:	0.929	0	0	0	0	0	0	0	0	0	
97:	0.886	0	0	0	0	0	0	0	0	0	
98:	0.322	0	0	0	0	0	0	0	0	0	
99:	0.904	0	0	0	0	0	0	0	0	0	
100:	0.673	0	0	0	0	0	0	0	0	0	
