1:	25.318	42.45	39.013	50.922	6.708	41.037	35.609	32.558	37.336	53.339	
2:	31.828	31.305	41.593	48.01	24.187	29.967	23.259	14.56	20	46.872	
3:	48.052	12.53	44.045	28.653	57.14	13.892	19.209	32.894	23.409	19.416	
4:	48.27	13.038	44.011	29.53	57.983	13.038	20	31.953	23.77	20	
5:	11.18	38.079	22.023	39.825	10.77	36.249	31.016	34.713	36.014	45.343	
6:	40.853	11.045	35.228	17.889	54.489	12.369	17.088	34.015	26	8.485	
7:	40.853	10.198	34.132	17.493	53.075	11.18	16.155	32.016	25	8.602	
8:	16.763	21	13.892	19.698	29.682	21.024	17.72	31.113	27.459	24.759	
9:	16.763	21.024	14.318	19.235	31.385	22.091	18.385	32.558	27.203	24.083	
10:	29.547	19.416	31.828	33.015	28.231	20	13.038	13.892	11.045	33.956	
11:	28.636	20.616	31.828	33.015	26.401	19.849	13.038	14.765	12.042	34.205	
12:	28.636	20	31.828	32	27.313	19.849	11.662	14.765	11.045	33.956	
13:	29.547	18.868	31.89	32	27.857	18.439	11.18	13.892	10.05	33.734	
14:	29.967	19.416	32.65	32	28.231	19.209	11.18	13.416	10.05	32.757	
15:	29.967	20.616	31.89	32.016	28.231	20.518	12.53	13.928	12.042	32.985	
16:	29.069	20.518	31.145	32.14	26.926	20.518	12.53	14.56	13.038	34.205	
17:	29.069	20.616	32.65	32.016	27.514	19.105	11.705	12.649	12.042	33.956	
18:	28.178	22.627	30.48	33.136	25.298	19.799	13.038	14.56	14.036	33.526	
19:	27.295	22.627	29	34.234	24.698	21.213	13.038	15.297	15.033	34.785	
20:	27.295	24.083	30.414	35.128	24.352	21.932	14.422	15.033	16.125	35.44	
21:	28.636	22.204	31.145	33	27.857	18.439	12.083	12.369	12.042	34.713	
22:	28.636	23.431	29.698	34.015	27.313	18.385	13.038	14.318	13.038	34.928	
23:	0	41.593	11.662	36.235	22.091	40.05	33	41.437	41.231	40.224	
24:	0	39.623	11.18	35.468	21.024	39.115	33	40.853	40.522	38.601	
25:	0	40.792	12.53	36.878	20.025	38.21	33.015	39.56	41.231	40	
26:	1	40.792	12.207	36.878	21	38.053	33	40.853	41.231	40.224	
27:	1	38.833	12.207	35.384	21.095	37.121	32.016	39.925	40.522	40	
28:	0	39.56	13.038	36.069	19.026	37.483	32	39.56	41	40.46	
29:	0	40.804	14.422	37.537	20	38.328	32	39.56	41.976	40.608	
30:	0	40.804	13.038	37.537	21	39.205	32	40.311	42.202	40.608	
31:	0	40.262	11.662	36.125	22	39.205	31.016	39.812	42.72	39.408	
32:	0	39.56	12.083	36.069	22.023	39.205	30.067	38.484	41.485	39.408	
33:	0	38.897	13	37.483	22.023	39.319	30.067	38.079	40.262	40.608	
34:	0	38.328	12.53	36.797	24.021	39.319	31.145	38.484	40.804	40.608	
35:	0	37.108	12.53	35.384	25.02	38.21	31.145	38.013	41.437	40.804	
36:	0	37.108	11.705	33.971	24.083	36.222	29.155	37.59	39.56	39.205	
37:	0	37.855	9.849	33.971	24.083	37.121	30.265	38.079	40.311	37.802	
38:	1	36.674	8.544	33.242	25.179	36.222	29.155	36.715	39.395	37.014	
39:	1.414	37.483	6.708	31.828	26.077	36.125	29.275	38.079	40.249	35.609	
40:	1.414	38.639	8.062	32.558	27.019	37.054	30.414	39.446	40.249	35.805	
41:	1.414	39.812	8.544	33.242	26.077	37.054	31.257	39.446	39.812	37.014	
42:	1.414	40.792	8.062	33.242	26.077	37.054	32.249	39.446	41.146	37.202	
43:	1	41.773	7.81	33.971	26.019	37.054	32.249	40.817	42.953	38.601	
44:	0	41	8.062	33.941	25.02	35.128	31.064	39.962	42.544	37.802	
45:	0	41.231	8.944	34.655	24.021	35.128	30.017	38.588	42.544	37.643	
46:	0	41	8.062	34.655	25.02	34.059	29.069	38.588	42.544	37.643	
47:	0	40.262	8.062	34.655	24	34.059	29.069	38.949	42.544	38.288	
48:	0	42.202	9.22	36.069	23.022	35.128	30.017	39.357	42.544	38.288	
49:	0	43.174	9.899	36.069	23.022	36.056	32.016	40.249	44.385	38.419	
50:	0	44.147	9.899	36.069	23	35.057	32.062	40.249	45.31	37.802	
51:	0	44.147	10.63	36.797	23	35.057	32.14	41.146	45.31	37.014	
52:	0	43.932	10.817	36.125	24	35.014	33.242	41.146	44.777	37.202	
53:	0	42.953	10	36.125	24	35.057	33.242	40.249	44.777	36.401	
