1:	16.155	12.53	15.033	17.117	11.402	25.612	16.492	3.162	19.105	11.045	
2:	10	7.211	16.553	9.22	3.606	20	8.544	7.616	15.232	3.606	
3:	7.81	5	17.804	5.099	3.162	17.889	5.831	11.18	14.318	2.828	
4:	8.485	5	17.029	4.123	3.606	18.788	6.708	11.045	13.342	3.606	
5:	6	1	14.213	5	2.236	14.422	5.385	11.705	9.487	5	
6:	6	3	12.806	5	3.162	14.422	6.708	11.705	8.944	5.831	
7:	1.414	5.385	16.125	3.606	6.325	13.342	3.606	16.492	8	8.944	
8:	6.083	10.817	15.033	9.22	11.662	7.616	10.198	18.868	1.414	12.806	
9:	6.083	12.042	16.031	10.44	12.806	7.28	10	19.235	0	12.728	
10:	6.083	10.63	16.031	9.22	12.806	7.28	9.055	17.889	0	12.728	
11:	6.083	9.22	14.036	9	11.662	7.616	9.22	16.125	1.414	11.314	
12:	6.083	8.485	14.318	9	10.296	9.487	8.544	14.765	1.414	10	
13:	1.414	7	18.868	2.236	5.385	16.125	1.414	14.036	6.083	9.22	
14:	1.414	7.071	18.028	2.236	4.472	16.125	1.414	14	6.325	9.487	
15:	1.414	6.325	17.804	1	4.472	16.279	2.828	14	6.325	8.944	
16:	1.414	6.083	18.028	2.236	4.472	15.297	2.828	14	4.472	8.944	
17:	1.414	6.083	18.028	2.236	5.099	15.133	2.236	15.033	5	9.487	
18:	1.414	5	16.401	3	4	15.297	2.828	14	5.385	7.616	
19:	1.414	4.123	16.643	4	3.162	14.318	3.606	15.033	3.606	8.246	
20:	1.414	5	16.643	5	4.472	13.342	4.472	15.297	2.828	8.062	
21:	1.414	5.657	16.643	5	5	12.369	5	15.133	2.236	8.062	
22:	1.414	6.403	15.811	6	5.831	12.166	4.472	15.133	3.162	8.062	
23:	1.414	6.403	14.422	6.083	4.472	12.649	5	13.153	2	6.083	
24:	1.414	6.403	15.264	5	5.099	12.166	4.472	14.318	2.236	8.062	
25:	1.414	7.211	14.422	6	4.123	12.369	4.123	14.56	3.162	8.062	
