1:	16.401	10.05	9.434	21.401	14	20.616	14	15.524	9	18.868	
2:	7	4.243	6.083	13	3.162	7.81	16.401	2.236	13	12.369	
3:	14.866	18.868	12.207	14.036	21.213	19.313	3	19.209	7.071	9	
4:	10.296	4.123	4.243	13.928	6.325	10.296	12.806	6	10.817	13.038	
5:	1.414	14.318	9.22	4.472	11.045	7.211	11.045	9.487	13.153	5.657	
6:	1.414	15.297	10.63	2.828	12.042	8.485	10	9.487	13.153	4.243	
7:	1.414	14.142	10.63	4.472	11.18	7.211	10.198	8.944	13.038	5.657	
8:	1.414	14.142	9.22	5	11.705	7.211	8.246	8.944	12.042	5	
9:	1.414	14.036	8.602	6.403	11.705	8.602	7.28	8.944	11.18	4.472	
10:	1.414	14.318	9.899	5	11.18	7.071	8.544	9.487	12.042	5	
11:	1.414	15.133	11.402	4.123	12.166	7.071	8.544	10.44	12.166	5	
12:	1.414	13.153	9.899	3.606	10.198	5.831	9.434	9.22	12.166	5.657	
13:	1.414	13.601	11.314	2.828	9.055	5.831	9.849	8.062	13.153	7.211	
14:	1.414	14.866	12.806	3.162	9	4.472	10.44	9	14.318	7.211	
15:	1.414	13.928	11.662	3.162	8.062	5.099	11.705	8.062	14.318	7.071	
16:	1.414	14.866	11.402	1.414	8.062	5.385	10.44	9.22	14.318	6.403	
17:	1.414	15.232	10.817	1	7.071	5.099	10.198	9.055	14.56	5.657	
18:	1.414	14.318	9.434	2	6.325	4	11.402	8	14.318	7.211	
19:	2.236	13.892	8.544	2	5.831	3.162	11.402	7.071	14.142	8.602	
20:	1.414	15.264	9.849	1	6.083	2	12.166	8.246	15.297	8.485	
21:	2	14.422	9.22	2	4.123	2	13.342	7.28	15.133	8.602	
22:	2	14.422	7.28	1.414	3.606	4	12.166	8.062	14.142	8.602	
23:	1.414	13.928	5	4	5.657	6.325	10	8.062	12.369	5.831	
24:	1.414	13.601	5	5.099	7.211	8.246	9.055	8.246	11.402	5.099	
25:	1.414	13.928	5.657	4.123	7.071	7.071	9.055	8	12.369	5.385	
26:	1.414	14.318	5.657	3	7.211	6.083	10.198	7.071	13.342	5.831	
